occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,abund_value,abund_unit,collection_name,collection_subset,collection_aka
1125865,occ,,,142772,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A149",,
1125866,occ,,,142765,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,14,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A144",,
1125867,occ,,,142767,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A146",,
1125868,occ,,,142771,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,65,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C93",,
1125869,occ,,,142773,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,26,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C95",,
1125870,occ,,,142776,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,46,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C96",,
1125871,occ,,,142777,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C96a",,
1125872,occ,,,142764,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, Riviere Jupiter, Gun River Fm, sample C57",,
1125873,occ,,,142765,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,5,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A144",,
1125874,occ,,,142766,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,13,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C91",,
1125875,occ,,,142769,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,12,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A147",,
1125876,occ,,,142771,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,49,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C93",,
1125877,occ,,,142772,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,22,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A149",,
1125878,occ,,,142773,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,14,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C95",,
1125879,occ,,,142776,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,43,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C96",,
1125880,occ,,,142777,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,4,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C96a",,
1125883,occ,,,142764,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,21,specimens,"Anticosti Island, Riviere Jupiter, Gun River Fm, sample C57",,
1125884,occ,,,142777,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C96a",,
1125885,occ,,,142777,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C96a",,
1125907,occ,,,142778,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C97",,
1125908,occ,,,142780,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,7,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A160",,
1125909,occ,,,142781,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,4,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A162",,
1125910,occ,,,142782,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C99",,
1125913,occ,,,142778,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,11,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C97",,
1125914,occ,,,142779,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,40,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C98",,
1125915,occ,,,142780,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,11,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A160",,
1125916,occ,,,142781,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,11,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A162",,
1125917,occ,,,142783,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A163",,
1125918,occ,,,142784,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,34,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A164",,
1125919,occ,,,142785,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,17,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C100",,
1125920,occ,,,142785,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,12,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C100",,
1125924,occ,,,142778,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C97",,
1125925,occ,,,142779,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample C98",,
1125926,occ,,,142784,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island, Baie Lafayette, Gun River Fm, sample A164",,
1125927,occ,,,142797,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,23,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C79",,
1125928,occ,,,142798,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,4,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C78",,
1125929,occ,,,142799,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,10,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C71",,
1125930,occ,,,142800,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C72",,
1125931,occ,,,142801,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,17,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C73",,
1125932,occ,,,142802,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A230",,
1125933,occ,,,142803,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,7,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A231",,
1125934,occ,,,142804,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,12,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C75",,
1125935,occ,,,142805,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,39,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A234",,
1125936,occ,,,142806,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,22,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C76",,
1125937,occ,,,142809,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C77",,
1125938,occ,,,142810,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,10,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A237",,
1125939,occ,,,142797,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,10,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C79",,
1125940,occ,,,142798,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,31,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C78",,
1125941,occ,,,142799,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,7,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C71",,
1125942,occ,,,142800,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,7,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C72",,
1125943,occ,,,142801,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,16,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C73",,
1125944,occ,,,142802,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,5,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A230",,
1125945,occ,,,142805,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,7,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A234",,
1125946,occ,,,142806,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,11,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C76",,
1125947,occ,,,142807,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A235",,
1125948,occ,,,142809,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,16,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C77",,
1125949,occ,,,142810,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,29,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A237",,
1125950,occ,,,142797,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,4,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C79",,
1125951,occ,,,142798,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,5,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C78",,
1125952,occ,,,142800,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C72",,
1125953,occ,,,142798,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C78",,
1125954,occ,,,142802,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A230",,
1125955,occ,,,142805,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample A234",,
1125956,occ,,,142809,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island,16-Mile Pool, Gun River Fm, sample C77",,
1125958,occ,,,142816,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C83",,
1125959,occ,,,142818,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A208",,
1125960,occ,,,142819,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C85",,
1125961,occ,,,142823,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A213",,
1125962,occ,,,142824,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C88",,
1125963,occ,,,142814,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C82",,
1125964,occ,,,142818,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,5,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A208",,
1125965,occ,,,142819,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,35,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C85",,
1125966,occ,,,142820,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C86",,
1125967,occ,,,142821,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A210",,
1125968,occ,,,142822,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A211",,
1125969,occ,,,142823,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A213",,
1125970,occ,,,142824,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,13,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C88",,
1125971,occ,,,142825,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C89",,
1125972,occ,,,142826,,Distomodus staurognathoides,species,344777,,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A215",,
1125973,occ,,,142812,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,46270,5,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C80",,
1125983,occ,,,142812,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,10,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C80",,
1125984,occ,,,142814,,Oulodus jeannae,species,342761,,Oulodus jeannae,species,342761,Rhuddanian,Aeronian,443.4,438.5,46270,24,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C82",,
1125985,occ,,,142813,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A218",,
1125986,occ,,,142817,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C84",,
1125987,occ,,,142818,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A208",,
1125988,occ,,,142819,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,21,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C85",,
1125989,occ,,,142820,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,4,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C86",,
1125990,occ,,,142821,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A210",,
1125991,occ,,,142822,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,38,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A211",,
1125992,occ,,,142823,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,8,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample A213",,
1125993,occ,,,142824,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,Aeronian,443.4,438.5,46270,17,specimens,"Anticosti Island, Riviere Jupiter, 8,9,10-Mile Pool, Gun River Fm, sample C88",,
